CustomerID,Monthly Charges,Total Charges,Payment Method,Paperless Billing,CLTV
7928-VJYAB,90.6,1020.2,Electronic check,No,2004
1187-WILMM,89.4,5597.65,Credit card (automatic),Yes,5004
9776-OJUZI,95.45,6223.3,Bank transfer (automatic),Yes,4168
1306-RPWXZ,20.45,1024.65,Credit card (automatic),No,4784
3097-PYWXL,19.95,82.9,Electronic check,Yes,2951
2266-SJNAT,109.15,7789.6,Credit card (automatic),No,4807
0869-PAPRP,85.7,2067,Credit card (automatic),Yes,3935
4238-JSSWH,102.05,3452.55,Bank transfer (automatic),No,3199
2972-YDYUW,94.7,5468.95,Electronic check,No,4507
1104-FEJAM,64.4,1802.15,Electronic check,No,2434
2809-ILCYT,26.8,733.55,Mailed check,Yes,3428
5499-ECUTN,66.05,3021.45,Credit card (automatic),Yes,3404
4981-FLTMF,65.2,3687.85,Bank transfer (automatic),No,4491
9121-PHQSR,85.05,1391.15,Credit card (automatic),Yes,3739
3113-IWHLC,55.8,274.35,Mailed check,Yes,2612
4277-BWBML,19.95,1322.85,Bank transfer (automatic),No,5092
0234-TEVTT,45.0,2196.3,Credit card (automatic),No,5269
4304-TSPVK,114.9,7843.55,Bank transfer (automatic),No,5782
1552-AAGRX,106.4,3211.9,Bank transfer (automatic),No,5503
2637-FKFSY,46.1,130.15,Mailed check,Yes,4047
9796-MVYXX,39.7,692.35,Mailed check,No,3162
7874-ECPQJ,20.05,85.5,Bank transfer (automatic),Yes,4462
0020-INWCK,95.75,6849.4,Credit card (automatic),Yes,4865
7089-RKVSZ,24.4,203.95,Mailed check,No,2028
2683-JXWQQ,33.6,2117.2,Bank transfer (automatic),No,6495
9548-ZMVTX,90.45,6565.85,Bank transfer (automatic),No,4461
8739-XNIKG,84.0,424.75,Electronic check,Yes,4456
9755-JHNMN,67.4,3306.85,Bank transfer (automatic),No,5075
3981-QSVQI,19.7,168.9,Bank transfer (automatic),Yes,5498
2789-HQBOU,80.35,253.8,Electronic check,Yes,4203
9424-CMPOG,19.6,197.4,Mailed check,No,4406
5067-WJEUN,54.2,3838.2,Bank transfer (automatic),Yes,6005
3450-WXOAT,45.2,2065.15,Credit card (automatic),Yes,3150
9251-WNSOD,75.1,5064.45,Mailed check,No,4931
6974-DAFLI,19.7,1140.05,Electronic check,No,4888
2616-UUTFK,72.75,2447.45,Bank transfer (automatic),Yes,4959
7064-JHXCE,20.05,1263.9,Credit card (automatic),No,6444
7989-AWGEH,39.2,1838.15,Electronic check,Yes,4810
4373-VVHQL,44.75,44.75,Electronic check,Yes,5479
4559-UWIHT,82.65,1185,Electronic check,Yes,4965
7268-IGMFD,93.9,1743.9,Bank transfer (automatic),No,3728
6650-BWFRT,117.15,8529.5,Credit card (automatic),Yes,4743
9570-KYEUA,99.25,6549.45,Credit card (automatic),No,5213
6993-YGFJV,112.55,7806.5,Bank transfer (automatic),Yes,5532
2712-SYWAY,25.7,25.7,Electronic check,Yes,5249
0730-BGQGF,90.3,6287.3,Credit card (automatic),No,6291
5498-IBWPI,49.4,3251.85,Credit card (automatic),Yes,5232
9101-NTIXF,19.4,50.6,Mailed check,No,3954
0013-SMEOE,109.7,7904.25,Bank transfer (automatic),Yes,5011
9314-QDMDW,61.25,729.95,Electronic check,Yes,2738
9308-ANMVE,55.3,2654.05,Electronic check,Yes,5491
3413-DHLPB,103.75,5969.95,Bank transfer (automatic),Yes,6237
7649-PHJVR,19.5,226.8,Mailed check,No,5825
6114-TCFID,39.5,1082.75,Credit card (automatic),No,5103
3787-TRIAL,26.05,565.75,Electronic check,Yes,4302
2573-GYRUU,91.05,4370.75,Credit card (automatic),Yes,3594
5156-UMKOW,29.65,90.05,Mailed check,No,5880
1247-QBVSH,50.2,2169.4,Mailed check,No,5284
6734-GMPVK,105.3,550.6,Electronic check,No,4024
9822-OAOVB,55.45,55.45,Electronic check,Yes,5286
6161-ERDGD,85.45,6300.85,Electronic check,No,5280
1226-JZNKR,19.8,160.05,Electronic check,No,5698
7318-EIVKO,59.25,436.6,Electronic check,Yes,3003
3771-PZOBW,90.7,1781.35,Credit card (automatic),Yes,2927
8231-BSWXX,79.05,5552.5,Credit card (automatic),Yes,5466
6486-LHTMA,90.7,2835.5,Electronic check,Yes,2364
4083-BFNYK,95.0,3591.25,Credit card (automatic),No,5148
7389-KBFIT,30.25,63.75,Mailed check,Yes,4387
7176-WIONM,49.85,617.15,Bank transfer (automatic),Yes,2873
5141-ZUVBH,93.0,870.25,Bank transfer (automatic),No,2267
1089-HDMKP,54.55,601.25,Electronic check,Yes,4143
7623-HKYRK,19.7,111.65,Mailed check,No,2276
0310-SUCIN,84.8,6046.1,Bank transfer (automatic),Yes,5643
5197-PYEPU,94.45,3923.8,Credit card (automatic),Yes,5643
6619-RPLQZ,20.85,892.15,Mailed check,No,2844
3275-RHRNE,60.0,1682.05,Credit card (automatic),Yes,2797
3503-TYDAY,80.45,3398.9,Electronic check,No,5357
6901-GOGZG,84.95,4984.85,Electronic check,Yes,4104
7021-XSNYE,49.65,305.55,Credit card (automatic),No,2750
9621-OUPYD,20.2,507.9,Bank transfer (automatic),Yes,4129
8982-NHAVY,100.5,2673.45,Bank transfer (automatic),Yes,5939
4307-KWMXE,35.75,389.8,Electronic check,No,2263
0141-YEAYS,86.45,2401.05,Bank transfer (automatic),Yes,5990
2450-ZKEED,53.8,651.55,Bank transfer (automatic),No,5899
3694-DELSO,38.55,156.1,Credit card (automatic),No,3824
3893-JRNFS,39.9,2796.35,Bank transfer (automatic),Yes,6270
9603-OAIHC,70.05,70.05,Electronic check,Yes,2469
1133-KXCGE,20.1,407.05,Mailed check,No,2910
0142-GVYSN,20.3,511.25,Electronic check,Yes,5712
1049-FYSYG,35.65,646.05,Credit card (automatic),Yes,5977
8406-LNMHF,82.95,4903.15,Credit card (automatic),Yes,5295
1821-BUCWY,55.65,1653.85,Mailed check,Yes,5445
0023-UYUPN,25.2,1306.3,Electronic check,No,4015
8314-DPQHL,50.8,463.6,Mailed check,No,5535
1465-WCZVT,19.65,60.65,Mailed check,No,4943
9481-SFCQY,59.8,824.85,Credit card (automatic),Yes,5962
6360-SVNWV,73.55,2094.65,Credit card (automatic),Yes,2057
0567-GGCAC,61.4,438.9,Electronic check,No,2845
8884-MRNSU,19.9,329.75,Bank transfer (automatic),No,3526
2171-UDMFD,19.45,674.55,Credit card (automatic),Yes,4363
9050-IKDZA,81.5,162.55,Mailed check,No,4267
9802-CAQUT,109.55,7887.25,Credit card (automatic),No,5723
0187-WZNAB,74.4,1972.35,Mailed check,No,4331
1475-VWVDO,74.9,490.55,Electronic check,Yes,5335
1357-MVDOZ,59.65,683.25,Bank transfer (automatic),Yes,2136
7602-MVRMB,110.45,8058.85,Bank transfer (automatic),Yes,4754
1197-BVMVG,74.45,294.45,Electronic check,Yes,4093
5406-KGRMX,24.55,1719.15,Electronic check,No,4555
5968-HYJRZ,24.55,1160.45,Mailed check,No,3629
5198-EFNBM,90.65,5199.8,Electronic check,Yes,5636
7516-GMHUV,105.05,5163.3,Credit card (automatic),Yes,5324
7140-ADSMJ,20.45,162.3,Credit card (automatic),Yes,5624
2230-XTUWL,19.55,883.35,Mailed check,No,5461
7706-YLMQA,19.7,1341.5,Bank transfer (automatic),No,6072
2585-KTFRE,70.45,70.45,Bank transfer (automatic),Yes,2706
7994-UYIVZ,85.65,659.45,Bank transfer (automatic),Yes,2512
7717-BICXI,20.55,1205.05,Mailed check,No,4020
6559-RAKOZ,97.95,4917.9,Electronic check,Yes,4301
4716-MRVEN,20.0,599.3,Mailed check,No,4128
2143-LJULT,25.25,1733.15,Credit card (automatic),Yes,5887
3200-MNQTF,70.9,4677.1,Credit card (automatic),No,4361
6164-HXUGH,19.85,119.3,Mailed check,No,5060
5630-IXDXV,106.35,4849.1,Electronic check,Yes,3723
0320-DWVTU,99.5,5424.25,Mailed check,No,4754
9135-MGVPY,84.7,5878.9,Mailed check,Yes,5345
1212-GLHMD,86.05,244.85,Mailed check,Yes,2500
7878-JGDKK,44.55,220.75,Mailed check,No,2124
1088-AUUZZ,75.85,4261.2,Credit card (automatic),Yes,5314
6614-YWYSC,25.0,1501.75,Bank transfer (automatic),No,6421
9588-OZDMQ,45.0,89.75,Electronic check,Yes,5225
6476-EPYZR,20.5,255.5,Mailed check,No,2891
1174-FGIFN,90.45,2509.25,Electronic check,Yes,5823
6620-HVDUJ,60.45,1440.75,Bank transfer (automatic),No,5095
1032-MAELW,78.45,5333.35,Electronic check,Yes,5071
7641-TQFHN,100.55,3895.35,Mailed check,No,3124
1552-TKMXS,20.35,869.9,Credit card (automatic),No,2127
8622-ZLFKO,90.75,512.25,Electronic check,Yes,4297
6188-UXBBR,20.25,814.75,Credit card (automatic),Yes,4411
2333-KWEWW,20.05,388.6,Credit card (automatic),No,2782
5702-SKUOB,19.6,93.45,Mailed check,No,4580
1134-YWTYF,53.8,1389.85,Electronic check,Yes,2563
6061-GWWAV,70.2,2894.55,Mailed check,No,5365
0679-TDGAK,75.5,4025.6,Electronic check,No,5141
6585-WCEWR,20.35,1354.4,Electronic check,No,4949
9067-YGSCA,26.05,1856.4,Credit card (automatic),No,4467
9067-SQTNS,20.6,926,Bank transfer (automatic),No,2471
1776-SPBWV,20.1,682.1,Bank transfer (automatic),Yes,2272
8735-SDUFN,24.3,1778.7,Bank transfer (automatic),No,4397
9668-PUGNU,24.5,1816.2,Electronic check,Yes,4058
9405-GPBBG,110.5,7069.25,Credit card (automatic),Yes,5718
1926-QUZNN,25.25,1841.2,Bank transfer (automatic),Yes,4551
7016-NVRIC,90.1,2656.7,Bank transfer (automatic),No,3553
5829-NVSQN,68.75,1689.45,Bank transfer (automatic),Yes,3519
9565-AXSMR,19.2,1054.75,Mailed check,No,4203
8869-LIHMK,115.1,7334.05,Bank transfer (automatic),Yes,5213
0447-RXSGD,99.65,2404.85,Bank transfer (automatic),Yes,5207
4927-WWOOZ,91.45,171.45,Electronic check,Yes,4889
5788-YPOEG,84.75,2839.45,Mailed check,No,2020
0661-KBKPA,78.75,3942.45,Mailed check,Yes,5052
9081-WWXKP,20.25,873.4,Credit card (automatic),No,2070
0784-ZQJZX,19.9,1529.65,Credit card (automatic),No,5730
3133-PZNSR,97.75,6991.6,Credit card (automatic),Yes,4054
0722-SVSFK,100.4,715,Electronic check,Yes,5041
3612-YVGSJ,24.45,1681.6,Credit card (automatic),Yes,4742
9825-YCXWZ,101.1,4016.2,Bank transfer (automatic),Yes,2227
5397-NSKQG,50.9,3281.65,Credit card (automatic),No,5281
8565-HBFNN,107.2,7317.1,Credit card (automatic),Yes,5935
2000-DHJUY,92.2,6474.45,Bank transfer (automatic),Yes,5264
8670-ERCJH,113.4,8164.1,Bank transfer (automatic),No,6347
7758-UJWYS,40.55,1325.85,Electronic check,Yes,3897
2050-ONYDQ,26.0,1654.85,Credit card (automatic),No,5352
7055-JCGNI,111.95,7795.95,Credit card (automatic),Yes,4182
0739-UUAJR,53.8,3952.45,Credit card (automatic),Yes,4954
4826-DXMUP,72.1,2495.15,Mailed check,Yes,5510
7285-KLOTR,78.85,876.75,Electronic check,No,2495
0654-PQKDW,70.75,4263.45,Bank transfer (automatic),Yes,4133
7175-NTIXE,76.15,1992.95,Credit card (automatic),Yes,3955
7963-SHNDT,39.1,1982.1,Mailed check,No,4247
9796-BPKIW,69.95,562.7,Credit card (automatic),Yes,2939
0188-GWFLE,20.05,33.7,Mailed check,No,4978
8129-GMVGI,20.05,1090.1,Mailed check,No,5172
2882-DDZPG,19.45,227.45,Bank transfer (automatic),No,4862
3547-LQRIK,26.9,1250.85,Electronic check,No,2382
9137-NOQKA,19.2,37.2,Electronic check,No,4577
5843-TTHGI,50.0,892.7,Mailed check,Yes,4952
1849-RJYIG,60.0,487.75,Electronic check,Yes,5862
8868-GAGIO,84.55,3713.95,Mailed check,Yes,3289
4061-UKJWL,45.45,141.7,Mailed check,No,3666
5380-XPJNZ,20.05,678.2,Mailed check,No,4539
8263-QMNTJ,115.55,8425.3,Electronic check,Yes,5890
3230-JCNZS,99.0,7061.65,Credit card (automatic),Yes,4305
0277-ORXQS,50.55,3364.55,Bank transfer (automatic),No,4652
7996-BPXHY,25.0,332.5,Bank transfer (automatic),Yes,4734
3227-WLKLI,91.55,5963.95,Bank transfer (automatic),No,4921
2266-FUBDZ,19.35,278.85,Mailed check,No,2742
8237-ULIXL,24.85,1871.85,Credit card (automatic),No,4067
8216-AZUUZ,100.4,4303.65,Electronic check,Yes,3265
9153-BTBVV,25.0,1753,Bank transfer (automatic),No,4066
5186-PEIZU,19.25,617.65,Bank transfer (automatic),No,4988
1074-AMIOH,108.25,5935.1,Bank transfer (automatic),Yes,5989
4361-FEBGN,20.15,982.95,Credit card (automatic),No,4399
7748-UMTRK,101.3,2974.5,Electronic check,Yes,2440
0380-ZCSBI,20.0,198.7,Credit card (automatic),No,2411
7145-FEJWU,105.3,1275.65,Electronic check,Yes,5913
6463-MVYRY,69.85,4003,Bank transfer (automatic),No,4759
3969-JQABI,65.25,3791.6,Credit card (automatic),Yes,5912
9624-EGDEQ,19.8,813.3,Mailed check,No,5336
1051-EQPZR,19.6,780.25,Mailed check,No,5584
5849-ASHZJ,20.05,552.9,Credit card (automatic),No,2400
5780-INQIK,49.4,408.25,Electronic check,No,2907
4526-ZJJTM,88.4,2191.15,Bank transfer (automatic),No,4849
8384-FZBJK,100.6,5611.7,Electronic check,Yes,6351
3750-RNQKR,19.45,246.25,Mailed check,No,4788
0962-CQPWQ,20.3,1296.15,Bank transfer (automatic),No,4574
3096-YXENJ,107.65,7082.85,Bank transfer (automatic),Yes,4193
1265-BCFEO,80.45,5662.25,Bank transfer (automatic),Yes,4518
5837-LXSDN,58.85,1215.45,Credit card (automatic),Yes,2845
5945-AZYHT,109.6,7854.15,Electronic check,Yes,4564
8325-QRPZR,75.15,525,Electronic check,Yes,4216
6384-VMJHP,73.0,5265.2,Credit card (automatic),Yes,5127
2262-SLNVK,70.1,70.1,Electronic check,No,2475
7730-CLDSV,98.65,7129.45,Bank transfer (automatic),Yes,4616
1135-HIORI,111.45,7266.95,Electronic check,Yes,5129
0164-APGRB,114.9,8496.7,Electronic check,Yes,4589
6481-ESCNL,100.55,2878.75,Bank transfer (automatic),No,4847
1790-NESIO,20.4,261.3,Mailed check,Yes,4883
1550-EENBN,104.35,3205.6,Electronic check,No,5320
8198-RKSZG,80.45,1137.05,Credit card (automatic),No,5772
9297-EONCV,91.35,6697.2,Bank transfer (automatic),Yes,5378
1069-QJOEE,19.9,505.45,Electronic check,No,4134
7799-DSEWS,68.35,1299.8,Electronic check,Yes,5993
8766-PAFNE,79.1,5564.85,Credit card (automatic),Yes,5872
5315-CKEQK,51.0,1381.8,Electronic check,Yes,5195
3130-ICDUP,80.55,188.1,Credit card (automatic),No,5346
0820-FNRNX,66.7,1077.05,Mailed check,Yes,2814
0880-FVFWF,86.4,4922.4,Electronic check,Yes,4449
4611-ANLQC,50.05,2911.5,Electronic check,No,5493
4213-HKBJO,25.7,826.1,Credit card (automatic),No,3378
2792-LSHWX,83.4,83.4,Mailed check,Yes,5960
0014-BMAQU,84.65,5377.8,Credit card (automatic),Yes,4604
9018-PCIOK,64.75,3617.1,Mailed check,Yes,4634
4837-QUSFT,100.15,6643.5,Bank transfer (automatic),Yes,4915
9953-ZMKSM,25.25,1559.3,Mailed check,No,4530
0907-HQNTS,113.0,7987.6,Credit card (automatic),Yes,4588
7665-NKLAV,40.65,1547.35,Credit card (automatic),No,2564
4391-LNRXK,94.95,2142.8,Bank transfer (automatic),Yes,4242
8250-ZNGGW,59.9,287.85,Credit card (automatic),No,3662
8562-GHPPI,19.8,19.8,Credit card (automatic),No,3129
5893-PYOLZ,81.8,4534.45,Credit card (automatic),Yes,4399
4986-MXSFP,20.0,40.9,Mailed check,Yes,2237
6131-FOYAS,59.6,2094.9,Electronic check,Yes,2187
3027-YNWZU,25.0,1584.8,Credit card (automatic),No,5538
5609-IMCGG,84.35,1302.65,Credit card (automatic),Yes,3314
4727-MCYZG,55.55,55.55,Mailed check,No,2207
9481-WHGWY,75.35,5437.75,Credit card (automatic),No,6477
4328-VUFWD,59.3,2209.15,Electronic check,No,5843
3301-LSLWQ,66.1,1912.15,Electronic check,Yes,5590
7473-ZBDSN,18.8,255.55,Mailed check,No,5751
3166-PNEOF,86.45,5175.3,Credit card (automatic),No,4471
5639-NTUPK,52.1,670.65,Credit card (automatic),Yes,4929
8780-YRMTT,47.4,3177.25,Mailed check,Yes,6435
5140-FOMCQ,109.15,6557.75,Credit card (automatic),Yes,5186
6242-SGYTS,94.95,5791.85,Credit card (automatic),Yes,4262
8166-ORCHU,93.55,3055.5,Electronic check,Yes,4414
8414-OOEEL,79.5,5196.1,Credit card (automatic),Yes,4285
8454-AATJP,115.05,8405,Credit card (automatic),No,5905
4531-AUZNK,95.15,5000.05,Mailed check,Yes,6492
4191-XOVOM,105.4,6713.2,Electronic check,No,4551
2150-OEGBV,20.1,562.6,Bank transfer (automatic),No,3428
1855-CFULU,20.05,91.45,Mailed check,No,3460
4878-BUNFV,20.7,828.85,Mailed check,No,5320
1872-EBWSC,20.35,617.35,Mailed check,No,4840
7026-YMSBE,19.7,625.05,Mailed check,No,3302
6997-UVGOX,85.45,6029.9,Bank transfer (automatic),No,5394
9674-EHPPG,40.4,1842.7,Credit card (automatic),No,2519
5440-VHLUL,105.2,7386.05,Bank transfer (automatic),Yes,6247
5781-BKHOP,100.65,7334.05,Bank transfer (automatic),No,6380
5213-TWWJU,91.0,2626.15,Electronic check,No,2448
8628-MFKAX,116.75,8277.05,Credit card (automatic),Yes,5098
7629-WIXZF,59.1,369.25,Electronic check,Yes,4770
5445-GLVOT,49.8,1049.05,Electronic check,Yes,4667
3976-HXHCE,19.3,1414.8,Bank transfer (automatic),No,4722
2466-NEJOJ,19.65,169.75,Credit card (automatic),No,4535
0254-KCJGT,81.4,4354.45,Credit card (automatic),Yes,4628
5472-CVMDX,38.9,2719.2,Mailed check,No,5278
6461-SZMCV,87.95,6365.35,Bank transfer (automatic),No,4278
8150-QUDFX,19.85,51.6,Mailed check,No,3300
9508-ILZDG,96.35,3190.25,Electronic check,Yes,5425
2346-DJQTB,24.15,812.5,Electronic check,No,5097
1697-LYYYX,19.1,1143.8,Credit card (automatic),No,4376
1942-OQFRW,44.0,44,Electronic check,No,2785
9640-ZSLDC,60.6,3297,Credit card (automatic),No,4854
4231-LZUYM,25.65,1887,Bank transfer (automatic),No,5613
6128-AQBMT,53.95,2215.4,Electronic check,Yes,3920
3594-BDSOA,20.4,482.8,Credit card (automatic),No,3071
5133-VRSAB,29.35,216.45,Mailed check,No,5369
5996-DAOQL,20.45,20.45,Mailed check,Yes,2184
6838-YAUVY,95.1,5064.85,Bank transfer (automatic),Yes,4825
0484-JPBRU,25.25,996.45,Bank transfer (automatic),Yes,3461
7883-ROJOC,44.9,839.65,Mailed check,No,5842
0244-LGNFY,92.65,6733,Bank transfer (automatic),No,6342
7274-CGTOD,43.7,2618.3,Bank transfer (automatic),Yes,5254
4295-YURET,72.6,4084.35,Credit card (automatic),Yes,6357
4635-EJYPD,18.95,613.95,Mailed check,No,4735
1866-ZSLJM,20.5,402.85,Credit card (automatic),No,5654
4636-TVXVG,19.95,1244.8,Bank transfer (automatic),No,4803
4236-UJPWO,24.5,46.4,Electronic check,No,5786
9392-XBGTD,20.6,581.85,Mailed check,No,2924
6402-SSEJG,61.05,1540.2,Electronic check,No,3695
1169-SAOCL,106.65,5168.1,Bank transfer (automatic),Yes,5154
1110-KYLGQ,108.25,6780.1,Credit card (automatic),No,5331
9929-PLVPA,20.4,94.5,Credit card (automatic),No,4929
3518-PZXZQ,55.3,55.3,Mailed check,Yes,2849
2371-JUNGC,20.25,208,Mailed check,No,4032
7693-QPEFS,72.95,3829.75,Bank transfer (automatic),Yes,4368
0924-BJCRC,89.45,5294.6,Electronic check,No,4340
5074-FBGHB,104.65,6889.8,Credit card (automatic),Yes,6443
2351-BKRZW,75.2,3254.35,Bank transfer (automatic),No,3976
4455-BFSPD,101.15,6383.9,Bank transfer (automatic),No,5177
3948-KXDUF,68.75,4447.55,Bank transfer (automatic),No,5454
2323-ARSVR,111.05,7321.05,Electronic check,Yes,6103
0815-MFZGM,99.0,4135,Credit card (automatic),Yes,4545
5480-XTFFL,21.0,697.7,Mailed check,No,5225
8295-FHIVV,19.4,168.65,Mailed check,Yes,5873
9086-YJYXS,77.2,2753.8,Bank transfer (automatic),No,3997
1179-INLAT,19.45,69.25,Mailed check,Yes,2787
7909-FIOIY,24.85,434.8,Mailed check,Yes,2958
6351-SCJKT,41.35,107.25,Mailed check,No,5534
5468-BPMMO,19.6,851.2,Electronic check,No,5092
0197-PNKNK,84.45,5848.6,Bank transfer (automatic),No,5629
2439-QKJUL,20.25,109.8,Mailed check,No,5064
1194-SPVSP,19.65,19.65,Bank transfer (automatic),No,3625
9534-NSXEM,20.65,595.5,Credit card (automatic),Yes,2194
8929-KSWIH,99.3,2513.5,Bank transfer (automatic),No,3847
2250-IVBWA,81.05,5135.35,Electronic check,No,5168
1810-MVMAI,67.6,2000.2,Electronic check,No,4104
9506-UXUSK,70.15,931.75,Electronic check,Yes,4599
1229-RCALF,115.0,7396.15,Electronic check,Yes,5189
3572-UOLYZ,84.8,3958.85,Bank transfer (automatic),Yes,5756
1429-UYJSV,19.7,260.9,Mailed check,No,3423
6366-XIVKZ,63.15,816.8,Mailed check,Yes,5916
3470-OBUET,74.0,4868.4,Credit card (automatic),No,4188
2770-NSVDG,29.1,688,Electronic check,No,4636
9375-MHRRS,50.05,288.35,Mailed check,No,3929
4860-YZGZM,20.0,185.4,Electronic check,No,2706
6599-GZWCM,74.65,966.25,Mailed check,Yes,4172
5533-NHFRF,44.4,265.8,Electronic check,Yes,3410
7037-MTYVW,85.4,3297,Bank transfer (automatic),Yes,5292
4760-THGOT,94.1,4107.3,Electronic check,Yes,4392
4016-BJKTZ,108.9,2809.05,Electronic check,No,4398
6584-VQMYT,56.2,1567.55,Mailed check,No,5978
9838-BFCQT,26.1,1851.45,Mailed check,No,5475
2790-XUYMV,85.45,6028.95,Credit card (automatic),Yes,4777
0581-MDMPW,88.95,2072.75,Credit card (automatic),Yes,5557
1023-BQXZE,74.35,4317.35,Bank transfer (automatic),Yes,5548
9163-GHAYE,48.85,736.8,Electronic check,No,5584
3904-UKFRE,80.1,336.15,Electronic check,Yes,2333
5353-WILCI,56.05,1522.65,Electronic check,No,4468
0058-EVZWM,89.8,4959.6,Bank transfer (automatic),Yes,5875
7009-PCARS,19.1,1001.5,Bank transfer (automatic),No,4391
0519-DRGTI,20.35,442.6,Mailed check,No,2522
1017-FBQMM,106.05,6703.5,Credit card (automatic),Yes,6361
1985-MBRYP,19.65,779.25,Bank transfer (automatic),Yes,3678
9372-TXXPS,59.85,3483.45,Bank transfer (automatic),No,4029
3259-QMXUN,86.1,4890.5,Electronic check,Yes,5666
1015-JPFYW,19.45,136.75,Mailed check,No,5084
6645-MXQJT,97.1,184.15,Electronic check,No,5745
4360-QRAVE,36.65,1315,Electronic check,No,2494
8433-WPJTV,103.9,6767.1,Bank transfer (automatic),Yes,5669
5804-JMYIO,19.75,757.95,Mailed check,No,3944
6484-LATFU,24.55,1657.4,Mailed check,No,6042
7599-NTMDP,48.7,3008.55,Bank transfer (automatic),No,5453
0536-ACXIP,109.55,8165.1,Electronic check,Yes,6452
0936-NQLJU,20.65,875.55,Credit card (automatic),No,5062
1575-KRZZE,55.2,220.65,Electronic check,No,4042
3251-YMVWZ,24.05,1301.9,Bank transfer (automatic),No,4865
4884-LEVMQ,20.45,790,Bank transfer (automatic),Yes,2165
8857-CUPFQ,19.25,1237.65,Mailed check,No,4538
7610-TVOPG,26.35,378.6,Electronic check,Yes,2723
3638-DIMPH,43.8,592.65,Electronic check,No,4369
1845-ZLLIG,50.15,50.15,Mailed check,Yes,4014
8559-WNQZS,20.45,20.45,Mailed check,No,5925
1699-UOTXU,61.4,3638.25,Electronic check,No,6209
0635-WKOLD,70.75,2921.75,Credit card (automatic),No,5507
5993-JSUWV,61.15,4017.45,Bank transfer (automatic),Yes,5133
4518-FZBSX,20.25,854.9,Mailed check,No,4439
5387-ASZNZ,63.85,4174.35,Credit card (automatic),Yes,4657
6988-CJEYV,98.7,4920.55,Electronic check,No,6148
3097-FQTVJ,20.0,810.3,Mailed check,No,5913
5465-BUBFA,19.3,772.4,Bank transfer (automatic),No,4180
7299-GNVPL,84.4,1936.85,Mailed check,No,2177
9743-DQKQW,25.1,79.8,Electronic check,No,2013
1215-VFYVK,48.25,202.25,Mailed check,No,2682
9371-BITHB,19.85,1070.5,Mailed check,No,5432
9093-FPDLG,94.2,999.9,Electronic check,Yes,2405
0541-FITGH,62.15,113.1,Mailed check,Yes,5766
6985-HAYWX,79.3,2015.8,Bank transfer (automatic),No,5168
7508-KBIMB,56.25,1454.25,Credit card (automatic),Yes,3607
6838-HVLXG,20.3,246.7,Mailed check,No,4177
2277-DJJDL,99.0,6017.9,Electronic check,Yes,4763
1897-OKVMW,90.6,5817.45,Mailed check,Yes,5240
5485-ITNPC,85.9,5595.3,Bank transfer (automatic),Yes,5137
0233-FTHAV,79.2,4765,Bank transfer (automatic),Yes,5687
4644-PIZRT,70.35,1201.65,Bank transfer (automatic),Yes,2704
8922-NPKBJ,19.35,867.3,Mailed check,No,3433
2740-TVLFN,50.15,50.15,Electronic check,Yes,3043
7771-CFQRQ,63.8,3007.25,Bank transfer (automatic),No,5144
9512-PHSMG,20.55,252.75,Mailed check,Yes,4907
6963-EZQEE,88.55,6306.5,Credit card (automatic),Yes,4097
2452-KDRRH,101.4,6841.05,Credit card (automatic),Yes,5269
4146-SVFUD,44.6,44.6,Mailed check,No,4864
1564-HJUVY,63.75,226.2,Bank transfer (automatic),Yes,2624
3617-XLSGQ,109.25,7082.5,Bank transfer (automatic),No,5865
7517-LDMPS,84.6,1017.35,Electronic check,Yes,4807
7244-KXYZN,20.45,527.35,Credit card (automatic),No,4690
5226-NOZFC,85.75,2146.5,Electronic check,Yes,3178
1400-WIVLL,107.95,5969.85,Electronic check,No,4687
8148-NLEGT,22.95,1014.25,Electronic check,No,4650
8347-GDTMP,19.45,1225.65,Credit card (automatic),No,5113
6746-WAUWT,19.7,386.5,Credit card (automatic),Yes,4431
0428-IKYCP,87.0,1850.65,Bank transfer (automatic),Yes,5233
2187-PKZAY,79.95,1043.4,Bank transfer (automatic),Yes,2968
